product_name,product_price,rate,review,summary,sentiment
Fitness Band,41.11,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Fitness Band,212.39,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartphone X,515.7,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Wireless Earbuds,322.09,3,"Average performance. Not too good, not too bad.",Average experience,neutral
4K Monitor,326.1,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Mechanical Keyboard,147.5,3,Works fine but there are better alternatives available.,Average experience,neutral
Laptop Pro,309.83,3,Works fine but there are better alternatives available.,Average experience,neutral
Tablet Plus,46.68,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartwatch,327.6,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Bluetooth Speaker,696.09,3,Works fine but there are better alternatives available.,Average experience,neutral
Laptop Pro,741.2,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartphone X,39.01,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Fitness Band,140.95,3,Works fine but there are better alternatives available.,Average experience,neutral
Gaming Mouse,624.48,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartphone X,705.4,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Mechanical Keyboard,504.22,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Tablet Plus,657.09,3,Works fine but there are better alternatives available.,Average experience,neutral
Gaming Mouse,133.58,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Bluetooth Speaker,647.42,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Fitness Band,951.17,3,"Average performance. Not too good, not too bad.",Average experience,neutral
4K Monitor,194.72,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Wireless Earbuds,910.78,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartphone X,357.12,3,Works fine but there are better alternatives available.,Average experience,neutral
Fitness Band,589.94,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Tablet Plus,514.67,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Wireless Earbuds,997.75,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Wireless Earbuds,536.22,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Bluetooth Speaker,866.88,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Bluetooth Speaker,257.4,3,Works fine but there are better alternatives available.,Average experience,neutral
Fitness Band,258.24,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Mechanical Keyboard,314.8,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Gaming Mouse,295.04,3,"Average performance. Not too good, not too bad.",Average experience,neutral
4K Monitor,544.62,3,Works fine but there are better alternatives available.,Average experience,neutral
Gaming Mouse,154.65,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Laptop Pro,38.74,3,"The product is okay, does the job but nothing special.",Average experience,neutral
4K Monitor,485.13,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Wireless Earbuds,485.44,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Fitness Band,173.04,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartphone X,619.43,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartphone X,322.84,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartphone X,496.27,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartphone X,695.81,3,Works fine but there are better alternatives available.,Average experience,neutral
Smartwatch,258.88,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Fitness Band,819.34,3,Works fine but there are better alternatives available.,Average experience,neutral
Laptop Pro,834.98,3,Works fine but there are better alternatives available.,Average experience,neutral
Mechanical Keyboard,370.46,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Bluetooth Speaker,170.79,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Bluetooth Speaker,913.71,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Mechanical Keyboard,583.29,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Wireless Earbuds,82.1,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Tablet Plus,771.04,3,Works fine but there are better alternatives available.,Average experience,neutral
Laptop Pro,549.96,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Fitness Band,237.58,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Tablet Plus,311.47,3,Works fine but there are better alternatives available.,Average experience,neutral
Smartphone X,342.38,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Fitness Band,240.7,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Tablet Plus,591.32,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartphone X,921.12,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Laptop Pro,910.53,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Mechanical Keyboard,469.51,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Wireless Earbuds,528.56,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Gaming Mouse,251.62,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Smartwatch,672.18,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Laptop Pro,681.12,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Mechanical Keyboard,177.93,3,Works fine but there are better alternatives available.,Average experience,neutral
Fitness Band,412.91,3,It's decent for the price but has some drawbacks.,Average experience,neutral
4K Monitor,225.97,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Bluetooth Speaker,599.91,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartwatch,893.32,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Fitness Band,545.37,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Mechanical Keyboard,917.4,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Mechanical Keyboard,49.97,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Fitness Band,806.12,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Mechanical Keyboard,412.7,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Laptop Pro,160.95,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Fitness Band,39.23,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartphone X,889.78,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Smartwatch,207.77,3,Works fine but there are better alternatives available.,Average experience,neutral
4K Monitor,429.54,3,"Neutral experience, neither impressed nor disappointed.",Average experience,neutral
Gaming Mouse,47.14,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Wireless Earbuds,709.99,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Wireless Earbuds,606.9,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Wireless Earbuds,727.34,3,Works fine but there are better alternatives available.,Average experience,neutral
Gaming Mouse,212.78,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Bluetooth Speaker,610.96,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Wireless Earbuds,724.72,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Bluetooth Speaker,506.02,3,"Average performance. Not too good, not too bad.",Average experience,neutral
Gaming Mouse,226.62,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Mechanical Keyboard,171.16,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Smartwatch,129.67,3,It's decent for the price but has some drawbacks.,Average experience,neutral
4K Monitor,962.78,3,It's decent for the price but has some drawbacks.,Average experience,neutral
Fitness Band,492.24,3,"The product is okay, does the job but nothing special.",Average experience,neutral
Bluetooth Speaker,96.99,3,Works fine but there are better alternatives available.,Average experience,neutral
